id_pedido,fecha,hora,distrito,categoria_restaurante,monto_soles,tiempo_entrega_min,calificacion
2333,2026-01-03,10,San Isidro,Pizza,57.16,29.0,4.0
1463,2025-05-07,22,Miraflores,Postres,33.43,,4.0
2439,2025-06-25,18,Miraflores,Pizza,34.31,18.0,4.0
2104,2025-09-06,4,San Isidro,Postres,27.85,19.0,5.0
608,2025-09-18,20,San Borja,Pizza,59.52,40.0,4.0
1408,2026-02-20,20,Miraflores,Comida rápida,32.49,36.0,4.0
152,2025-05-13,19,La Molina,Criolla,59.65,47.0,3.0
2011,2025-05-01,4,Miraflores,Postres,28.28,14.0,4.0
2178,2026-04-10,20,San Borja,Criolla,53.17,36.0,5.0
732,2025-07-02,1,San Borja,Comida rápida,20.35,20.0,5.0
1403,2026-04-30,2,San Borja,Postres,26.84,21.0,5.0
1673,2025-10-02,14,La Molina,Comida rápida,20.4,47.0,3.0
2775,2025-11-14,12,Miraflores,Criolla,39.22,34.0,4.0
24,2025-10-08,6,San Borja,Saludable,50.18,23.0,
1737,2025-11-11,12,Miraflores,Saludable,47.36,26.0,4.0
159,2025-07-05,22,Surco,Saludable,31.31,36.0,4.0
862,2025-06-16,8,San Isidro,Postres,25.77,23.0,5.0
903,2025-12-13,13,San Isidro,Postres,35.47,39.0,5.0
1499,2026-01-24,10,Surco,Comida rápida,29.68,42.0,2.0
1231,2025-10-22,18,San Borja,Comida rápida,25.21,45.0,4.0
2291,2026-02-24,19,San Isidro,Criolla,53.75,44.0,
445,2025-06-27,20,San Isidro,Pizza,60.53,29.0,4.0
2986,2026-04-28,12,San Borja,Postres,36.43,53.0,4.0
755,2025-07-17,11,La Molina,Pizza,50.06,49.0,4.0
924,2025-09-23,19,San Isidro,Comida rápida,48.25,22.0,4.0
2658,2025-05-03,13,San Borja,Saludable,56.57,27.0,3.0
2305,2025-08-24,20,Miraflores,Pizza,73.44,24.0,5.0
312,2025-12-16,12,San Isidro,Criolla,36.24,38.0,4.0
549,2025-09-28,12,La Molina,Pizza,50.74,62.0,2.0
2167,2025-10-03,21,Miraflores,Postres,24.05,19.0,5.0
1764,2026-03-05,13,La Molina,Saludable,47.99,43.0,3.0
307,2025-10-23,18,Surco,Saludable,49.44,47.0,3.0
288,2025-08-20,20,San Isidro,Postres,28.88,33.0,4.0
695,2026-03-12,14,La Molina,Comida rápida,44.38,43.0,2.0
309,2025-12-24,13,Surco,Comida rápida,47.11,47.0,3.0
2358,2025-10-27,13,San Borja,Pizza,75.82,45.0,
750,2025-10-12,20,Surco,Comida rápida,26.12,40.0,4.0
1503,2025-12-13,14,San Isidro,Saludable,57.52,,4.0
2476,2025-07-01,14,Surco,Saludable,45.57,41.0,3.0
909,2025-06-08,19,La Molina,Comida rápida,30.44,61.0,1.0
2977,2025-06-11,18,Miraflores,Criolla,37.6,37.0,4.0
2418,2025-09-18,20,La Molina,Saludable,44.14,37.0,5.0
1345,2025-05-17,11,Miraflores,Pizza,43.47,40.0,3.0
2535,2025-11-30,18,Miraflores,Saludable,50.05,22.0,5.0
971,2025-09-11,12,San Borja,Criolla,40.31,32.0,3.0
14,2026-04-25,18,Miraflores,Saludable,45.15,23.0,4.0
874,2026-02-16,21,Miraflores,Saludable,31.76,30.0,4.0
809,2025-09-15,20,La Molina,Criolla,30.83,64.0,3.0
2622,2026-01-23,3,La Molina,Comida rápida,33.64,60.0,2.0
515,2026-03-26,11,San Borja,Criolla,43.5,23.0,5.0
2452,2025-08-11,22,Surco,Pizza,59.53,34.0,5.0
410,2025-06-23,7,Miraflores,Comida rápida,39.81,44.0,3.0
2283,2025-05-27,12,Miraflores,Criolla,41.64,34.0,5.0
2297,2025-12-01,12,San Isidro,Comida rápida,41.25,41.0,4.0
2410,2025-07-18,19,Miraflores,Comida rápida,28.11,32.0,3.0
1287,2026-02-09,20,Miraflores,Comida rápida,18.53,29.0,
1407,2025-11-17,13,San Borja,Saludable,33.13,25.0,5.0
1538,2026-04-09,12,Miraflores,Comida rápida,41.36,33.0,4.0
383,2025-10-20,13,La Molina,Criolla,31.9,64.0,2.0
1645,2025-10-28,11,San Borja,Pizza,33.98,42.0,3.0
2223,2025-10-14,20,Surco,Criolla,37.62,46.0,4.0
2507,2025-12-18,13,Miraflores,Comida rápida,19.96,26.0,3.0
2059,2025-12-04,20,Surco,Criolla,57.66,45.0,3.0
1420,2025-08-16,20,San Borja,Pizza,35.66,45.0,4.0
553,2026-01-23,13,Surco,Comida rápida,42.53,46.0,
223,2025-11-19,19,Surco,Pizza,52.79,53.0,4.0
1097,2026-02-18,13,La Molina,Pizza,64.26,56.0,1.0
2642,2026-04-13,19,San Isidro,Pizza,36.37,,4.0
9,2025-08-30,12,San Borja,Comida rápida,38.02,45.0,
1546,2026-01-15,13,San Borja,Comida rápida,38.71,27.0,4.0
317,2025-05-27,20,San Borja,Criolla,40.26,35.0,4.0
428,2025-09-01,21,San Isidro,Comida rápida,26.47,25.0,5.0
1398,2025-12-25,12,La Molina,Comida rápida,18.5,50.0,2.0
106,2026-02-13,18,Surco,Saludable,42.77,37.0,5.0
2015,2025-12-31,17,Surco,Comida rápida,24.77,45.0,4.0
143,2025-06-21,18,Miraflores,Comida rápida,25.19,22.0,
122,2026-04-25,21,Surco,Criolla,67.26,31.0,5.0
2409,2025-05-25,13,Surco,Criolla,42.84,55.0,3.0
2913,2025-08-20,19,Miraflores,Saludable,29.88,26.0,5.0
1190,2025-09-29,19,Surco,Saludable,49.43,49.0,3.0
1981,2026-04-15,18,La Molina,Criolla,71.8,38.0,5.0
2644,2026-01-24,12,La Molina,Saludable,33.42,51.0,3.0
1433,2026-02-27,6,La Molina,Comida rápida,38.06,46.0,2.0
116,2025-06-17,13,Surco,Postres,22.31,37.0,5.0
2112,2025-11-15,20,Surco,Saludable,47.61,38.0,5.0
1994,2025-10-22,22,La Molina,Comida rápida,40.36,50.0,2.0
2179,2026-04-15,13,Surco,Postres,27.19,56.0,2.0
2845,2025-10-29,12,Surco,Comida rápida,34.3,47.0,4.0
2997,2026-01-30,18,Surco,Criolla,50.14,32.0,3.0
1671,2025-05-13,19,Miraflores,Criolla,54.56,27.0,4.0
1875,2026-02-25,18,La Molina,Postres,26.76,40.0,4.0
673,2025-06-16,12,Miraflores,Comida rápida,34.94,50.0,2.0
1813,2025-06-15,12,San Borja,Comida rápida,41.13,35.0,3.0
2755,2026-04-21,19,San Isidro,Postres,22.17,,4.0
592,2025-08-30,13,Miraflores,Pizza,39.65,31.0,4.0
1469,2025-07-21,19,San Borja,Comida rápida,34.47,38.0,3.0
889,2025-12-02,22,Miraflores,Comida rápida,30.1,27.0,5.0
1832,2025-11-10,9,San Borja,Postres,35.04,44.0,2.0
1432,2026-03-07,20,Surco,Criolla,41.99,36.0,4.0
2821,2026-03-09,11,La Molina,Pizza,66.25,42.0,2.0
214,2025-09-03,20,Miraflores,Criolla,42.6,46.0,3.0
779,2025-08-20,19,San Borja,Criolla,53.03,44.0,4.0
1744,2025-07-23,22,San Borja,Comida rápida,38.95,36.0,5.0
801,2026-03-31,21,La Molina,Criolla,48.09,26.0,4.0
2796,2026-01-09,20,San Isidro,Saludable,39.4,33.0,5.0
1772,2025-10-28,20,Miraflores,Criolla,59.28,12.0,5.0
2211,2025-09-29,14,San Isidro,Pizza,46.9,35.0,3.0
2321,2025-09-13,23,San Borja,Saludable,35.05,,4.0
2707,2025-08-09,13,La Molina,Comida rápida,30.28,53.0,4.0
2757,2025-05-19,20,San Isidro,Criolla,39.56,41.0,3.0
274,2026-02-28,19,Miraflores,Postres,32.11,32.0,5.0
72,2025-10-09,14,San Borja,Pizza,44.79,36.0,4.0
1868,2025-11-04,12,Miraflores,Saludable,30.67,45.0,3.0
1088,2025-11-12,22,Surco,Criolla,50.87,25.0,4.0
395,2025-06-20,14,Miraflores,Pizza,43.16,22.0,5.0
584,2025-09-21,20,Miraflores,Criolla,46.92,35.0,5.0
2051,2026-04-23,13,La Molina,Saludable,38.42,60.0,1.0
2267,2025-08-17,15,Miraflores,Postres,33.19,18.0,5.0
501,2026-01-02,2,San Borja,Comida rápida,30.06,17.0,5.0
1628,2025-12-23,6,La Molina,Saludable,33.64,60.0,1.0
2259,2026-02-26,12,Surco,Pizza,56.58,57.0,2.0
1105,2025-10-04,13,La Molina,Comida rápida,34.35,63.0,3.0
2786,2025-09-14,13,San Isidro,Criolla,49.08,31.0,4.0
1539,2025-05-11,19,San Isidro,Saludable,41.95,38.0,4.0
1260,2025-12-25,18,La Molina,Comida rápida,31.26,45.0,4.0
1682,2026-04-30,11,Miraflores,Pizza,74.05,,4.0
1819,2025-09-25,22,San Isidro,Saludable,44.08,19.0,5.0
206,2025-08-21,20,San Borja,Criolla,44.1,54.0,4.0
734,2026-04-07,13,San Borja,Pizza,63.64,41.0,2.0
2842,2026-01-25,17,San Isidro,Comida rápida,39.65,19.0,4.0
527,2025-07-29,19,Surco,Criolla,63.15,49.0,3.0
2562,2026-01-16,0,San Isidro,Pizza,62.79,26.0,4.0
899,2026-04-28,13,Miraflores,Saludable,41.3,42.0,3.0
378,2026-03-02,13,San Borja,Comida rápida,28.35,36.0,3.0
2381,2026-04-01,18,San Isidro,Criolla,24.44,30.0,5.0
2727,2025-08-27,19,La Molina,Saludable,33.05,56.0,1.0
1512,2025-12-22,20,Miraflores,Pizza,30.55,20.0,
387,2025-09-19,7,Miraflores,Pizza,65.1,23.0,5.0
199,2026-01-23,14,La Molina,Criolla,32.75,49.0,2.0
1051,2025-12-23,11,Surco,Criolla,55.66,27.0,4.0
591,2025-12-09,5,La Molina,Comida rápida,32.95,37.0,4.0
520,2025-08-03,12,San Borja,Comida rápida,23.19,51.0,3.0
2058,2025-08-27,13,Surco,Criolla,60.74,34.0,4.0
2078,2026-04-26,13,Surco,Criolla,66.34,47.0,3.0
430,2025-10-05,21,Surco,Postres,19.98,26.0,4.0
1084,2025-06-07,20,La Molina,Comida rápida,40.88,61.0,1.0
208,2025-09-07,17,San Borja,Saludable,47.36,25.0,5.0
492,2026-01-05,20,Surco,Saludable,37.99,37.0,3.0
1399,2025-09-25,13,Surco,Pizza,51.53,57.0,1.0
2960,2025-07-28,19,La Molina,Postres,12.0,51.0,4.0
793,2025-08-06,21,Miraflores,Postres,25.43,22.0,5.0
2534,2026-01-19,14,Miraflores,Saludable,44.48,35.0,4.0
1187,2026-01-06,12,San Isidro,Comida rápida,37.6,27.0,5.0
1186,2026-04-29,12,La Molina,Criolla,34.51,60.0,2.0
2788,2026-03-21,19,La Molina,Saludable,33.17,46.0,2.0
1406,2025-07-12,12,San Isidro,Saludable,31.99,37.0,
2912,2025-05-22,16,Surco,Criolla,41.85,37.0,5.0
84,2025-12-23,12,Surco,Criolla,27.93,35.0,4.0
2407,2025-09-18,13,Surco,Comida rápida,31.8,,3.0
2274,2025-09-13,19,Surco,Pizza,44.32,41.0,2.0
21,2026-02-18,21,San Borja,Criolla,55.5,25.0,5.0
2964,2026-01-22,12,Miraflores,Postres,13.81,39.0,5.0
1755,2025-05-12,12,Miraflores,Comida rápida,24.31,25.0,4.0
2020,2025-11-22,21,Miraflores,Saludable,26.67,18.0,5.0
2738,2026-01-09,13,San Isidro,Pizza,70.84,38.0,4.0
2019,2025-10-26,22,La Molina,Saludable,33.3,38.0,
974,2025-07-01,19,San Isidro,Postres,29.94,37.0,4.0
2837,2025-08-14,20,San Isidro,Postres,29.66,40.0,3.0
884,2025-06-25,12,San Borja,Pizza,57.09,25.0,5.0
1099,2026-02-27,11,San Isidro,Comida rápida,34.77,35.0,3.0
157,2025-07-25,2,San Borja,Comida rápida,40.49,49.0,2.0
2314,2025-11-24,19,La Molina,Saludable,42.84,50.0,3.0
887,2025-05-28,11,San Isidro,Saludable,36.08,33.0,3.0
49,2025-07-28,4,Miraflores,Criolla,45.91,35.0,4.0
1666,2025-11-22,1,Miraflores,Saludable,31.86,28.0,5.0
2666,2026-02-05,18,Surco,Criolla,47.7,30.0,3.0
1567,2025-10-24,19,San Borja,Comida rápida,26.37,,3.0
2577,2026-03-25,17,Miraflores,Saludable,46.1,18.0,5.0
1905,2026-03-28,0,San Isidro,Criolla,50.78,26.0,3.0
2219,2025-09-29,7,La Molina,Postres,19.76,43.0,3.0
2693,2025-07-29,12,Miraflores,Criolla,65.34,22.0,5.0
459,2025-07-08,12,Surco,Saludable,12.0,38.0,5.0
1974,2025-11-11,19,Surco,Comida rápida,35.14,51.0,4.0
79,2026-01-07,13,Miraflores,Comida rápida,43.64,31.0,5.0
2962,2025-11-13,3,Surco,Saludable,41.51,41.0,3.0
1057,2025-08-12,13,La Molina,Postres,31.04,58.0,3.0
907,2025-05-28,14,San Borja,Criolla,43.72,,5.0
1740,2025-07-31,14,Miraflores,Criolla,32.0,23.0,4.0
2250,2025-07-24,12,La Molina,Pizza,71.79,46.0,2.0
2741,2025-10-05,15,San Isidro,Comida rápida,22.59,34.0,5.0
381,2026-03-09,13,San Isidro,Criolla,64.61,44.0,2.0
948,2025-08-20,13,Surco,Pizza,58.57,32.0,5.0
1789,2026-04-09,11,Miraflores,Criolla,53.06,27.0,4.0
2996,2026-01-01,20,San Isidro,Saludable,42.85,32.0,3.0
716,2026-03-08,22,San Borja,Postres,25.49,42.0,3.0
2374,2025-07-21,19,Miraflores,Comida rápida,26.2,45.0,4.0
687,2025-10-03,11,Surco,Criolla,22.51,10.0,5.0
2609,2025-09-01,20,La Molina,Criolla,68.06,43.0,4.0
1294,2025-12-20,10,San Borja,Comida rápida,31.29,40.0,4.0
306,2025-06-02,20,La Molina,Pizza,65.77,37.0,5.0
210,2025-06-23,12,La Molina,Comida rápida,39.47,39.0,4.0
1555,2025-08-15,12,Miraflores,Pizza,41.94,15.0,5.0
2257,2026-02-04,21,Miraflores,Criolla,60.53,33.0,4.0
165,2025-05-28,19,Miraflores,Comida rápida,34.9,44.0,3.0
1611,2025-10-23,21,Surco,Comida rápida,22.03,36.0,5.0
886,2025-05-14,19,San Borja,Pizza,61.01,34.0,
1707,2026-01-25,21,Surco,Criolla,28.98,29.0,3.0
918,2025-11-28,19,Miraflores,Saludable,49.99,44.0,3.0
1742,2026-02-27,14,Surco,Postres,29.9,24.0,4.0
1736,2025-05-27,19,San Isidro,Criolla,38.77,37.0,4.0
192,2025-10-07,8,Miraflores,Postres,36.29,,5.0
2479,2025-12-16,14,Miraflores,Saludable,49.36,32.0,4.0
2074,2025-09-19,21,Miraflores,Saludable,36.9,36.0,4.0
1266,2026-01-19,20,San Borja,Criolla,47.13,35.0,5.0
484,2026-01-05,15,Miraflores,Comida rápida,25.16,29.0,4.0
916,2025-09-22,19,San Borja,Criolla,48.96,41.0,
2643,2026-02-09,16,Miraflores,Postres,25.43,46.0,4.0
278,2025-06-23,19,Surco,Comida rápida,31.36,45.0,3.0
989,2025-08-21,14,Miraflores,Comida rápida,43.08,28.0,4.0
2944,2025-07-31,12,La Molina,Postres,33.86,47.0,4.0
2216,2026-02-17,13,Miraflores,Saludable,43.7,28.0,3.0
2627,2025-09-03,13,Miraflores,Comida rápida,32.31,30.0,3.0
572,2026-01-20,11,Miraflores,Pizza,73.84,18.0,4.0
1436,2025-07-19,18,Miraflores,Comida rápida,37.47,43.0,2.0
994,2025-09-19,18,San Isidro,Comida rápida,32.3,29.0,4.0
2356,2026-03-27,17,La Molina,Saludable,42.19,46.0,2.0
1685,2025-07-13,11,Miraflores,Saludable,57.85,32.0,4.0
586,2025-06-08,13,Surco,Postres,32.09,49.0,3.0
2064,2026-02-27,12,San Isidro,Criolla,41.13,27.0,3.0
1207,2025-09-25,5,San Isidro,Criolla,24.81,48.0,2.0
1350,2025-08-25,14,Miraflores,Saludable,46.38,26.0,3.0
1008,2025-05-13,12,Surco,Comida rápida,21.0,,3.0
675,2026-03-01,13,San Borja,Saludable,57.85,23.0,4.0
2713,2025-05-24,21,San Isidro,Comida rápida,18.44,33.0,4.0
856,2025-07-17,13,La Molina,Comida rápida,41.9,58.0,1.0
448,2025-12-25,23,Surco,Comida rápida,26.86,28.0,5.0
1488,2026-04-14,20,San Isidro,Postres,21.86,49.0,3.0
1743,2026-04-22,19,San Borja,Saludable,39.2,51.0,3.0
1691,2025-12-08,12,San Isidro,Comida rápida,35.79,36.0,5.0
2296,2025-09-07,11,Surco,Saludable,43.75,34.0,5.0
2720,2025-11-18,20,Miraflores,Criolla,61.08,38.0,4.0
2423,2026-03-12,11,San Isidro,Criolla,52.47,,5.0
2700,2025-05-20,12,San Isidro,Pizza,76.26,36.0,3.0
2716,2026-02-17,12,La Molina,Comida rápida,38.92,43.0,3.0
1248,2026-02-12,20,La Molina,Criolla,42.8,67.0,1.0
295,2025-10-10,13,San Isidro,Saludable,41.5,40.0,4.0
589,2025-06-11,12,Surco,Comida rápida,35.38,29.0,
1282,2025-09-28,14,La Molina,Saludable,39.2,39.0,5.0
2246,2026-01-13,11,Surco,Comida rápida,19.97,50.0,
1903,2025-11-23,20,La Molina,Saludable,44.07,44.0,2.0
2212,2025-11-24,19,Surco,Comida rápida,33.87,40.0,4.0
1495,2025-10-17,19,San Borja,Pizza,41.72,43.0,2.0
2290,2025-07-06,11,Surco,Comida rápida,35.03,14.0,5.0
1418,2025-09-08,11,Surco,Comida rápida,31.39,42.0,2.0
426,2025-09-21,12,La Molina,Criolla,19.34,55.0,4.0
535,2025-08-22,19,Miraflores,Pizza,63.14,40.0,5.0
1055,2026-03-24,14,La Molina,Postres,28.42,55.0,3.0
2846,2025-08-14,12,Miraflores,Comida rápida,29.86,26.0,5.0
2546,2025-11-16,13,San Borja,Comida rápida,34.71,39.0,4.0
2222,2025-06-29,12,Miraflores,Saludable,41.85,39.0,3.0
133,2026-02-07,12,San Borja,Pizza,60.1,21.0,4.0
1916,2025-09-29,20,Miraflores,Postres,26.07,42.0,4.0
2593,2026-01-13,16,Miraflores,Comida rápida,32.41,35.0,3.0
422,2025-06-16,12,San Borja,Criolla,44.64,33.0,4.0
2703,2025-12-09,12,San Borja,Pizza,79.52,25.0,5.0
2731,2025-05-14,13,San Isidro,Pizza,41.78,45.0,4.0
2145,2026-04-29,14,San Isidro,Saludable,51.16,40.0,5.0
1369,2026-03-06,13,Miraflores,Comida rápida,29.56,21.0,5.0
557,2025-12-03,20,San Isidro,Comida rápida,25.44,46.0,4.0
2079,2025-07-29,19,Surco,Comida rápida,41.57,35.0,3.0
2528,2025-12-18,11,San Isidro,Criolla,51.18,25.0,5.0
2724,2025-06-26,18,San Isidro,Pizza,45.53,32.0,3.0
571,2025-07-15,19,San Borja,Postres,28.91,26.0,5.0
353,2025-05-18,13,San Isidro,Pizza,60.23,27.0,5.0
92,2025-10-04,13,La Molina,Pizza,66.21,46.0,3.0
2158,2026-02-01,20,Surco,Saludable,16.06,42.0,2.0
2576,2026-04-25,23,Miraflores,Criolla,61.33,17.0,4.0
1171,2025-11-18,19,Miraflores,Saludable,32.43,36.0,
1559,2025-12-27,14,Miraflores,Comida rápida,23.43,27.0,4.0
1286,2025-06-05,5,San Isidro,Pizza,66.77,32.0,
1779,2025-11-22,11,San Borja,Pizza,82.12,44.0,3.0
1537,2026-02-26,11,San Isidro,Comida rápida,30.89,21.0,5.0
1601,2026-01-16,21,San Borja,Postres,14.55,18.0,5.0
1899,2025-11-18,14,Miraflores,Postres,27.04,30.0,3.0
698,2025-12-06,20,La Molina,Saludable,34.09,60.0,1.0
2548,2025-06-12,12,Surco,Saludable,26.09,47.0,3.0
349,2025-10-08,13,La Molina,Comida rápida,39.25,,1.0
2375,2026-02-15,19,Surco,Comida rápida,27.52,38.0,3.0
2384,2025-07-12,17,Surco,Saludable,46.89,24.0,4.0
2470,2025-07-31,18,Surco,Criolla,58.01,23.0,5.0
2204,2025-05-09,8,Miraflores,Comida rápida,41.18,32.0,3.0
1138,2025-11-26,19,Miraflores,Pizza,38.95,48.0,4.0
2310,2026-03-29,18,Miraflores,Pizza,51.68,25.0,4.0
1733,2025-10-22,19,La Molina,Pizza,52.47,57.0,2.0
2884,2026-04-10,20,Miraflores,Comida rápida,30.36,35.0,3.0
2868,2025-11-19,14,Surco,Comida rápida,45.08,37.0,5.0
1340,2026-04-06,14,Miraflores,Postres,31.51,34.0,4.0
2531,2025-11-19,14,San Borja,Comida rápida,32.97,36.0,3.0
454,2025-07-28,20,San Borja,Postres,28.81,31.0,3.0
914,2026-02-24,19,San Borja,Comida rápida,29.33,46.0,3.0
1200,2025-10-01,21,Miraflores,Pizza,53.82,24.0,5.0
1275,2025-10-29,12,Surco,Criolla,55.79,47.0,2.0
2393,2025-05-25,11,Miraflores,Postres,23.91,20.0,5.0
38,2026-04-29,16,La Molina,Criolla,45.46,41.0,4.0
975,2025-11-10,13,La Molina,Postres,29.92,48.0,3.0
2817,2025-12-17,4,San Isidro,Criolla,39.75,25.0,5.0
984,2026-03-20,11,San Borja,Comida rápida,12.0,32.0,5.0
1884,2025-08-27,12,San Isidro,Pizza,79.15,24.0,5.0
2044,2025-12-20,13,San Isidro,Criolla,36.03,42.0,4.0
1419,2025-12-15,6,Surco,Pizza,50.48,23.0,5.0
1285,2025-08-20,12,La Molina,Pizza,87.56,58.0,3.0
40,2025-12-30,12,San Isidro,Pizza,44.87,25.0,5.0
1487,2025-05-04,20,San Borja,Saludable,37.54,45.0,3.0
2230,2025-10-22,13,Surco,Pizza,63.5,38.0,4.0
170,2026-03-27,13,Surco,Postres,17.61,35.0,3.0
1356,2025-09-11,19,San Isidro,Saludable,37.66,40.0,4.0
738,2025-08-06,12,Miraflores,Postres,29.69,47.0,3.0
1624,2025-06-09,14,La Molina,Saludable,56.77,43.0,2.0
2745,2025-06-29,11,San Isidro,Criolla,57.6,32.0,4.0
1979,2026-01-21,22,San Borja,Comida rápida,38.56,,
635,2025-11-18,19,Surco,Saludable,30.38,45.0,2.0
2692,2025-12-20,18,Surco,Pizza,57.76,43.0,4.0
2000,2026-03-08,12,San Borja,Comida rápida,25.17,47.0,3.0
1291,2026-02-27,13,Surco,Comida rápida,21.82,33.0,4.0
1381,2025-10-11,12,San Borja,Pizza,45.97,26.0,4.0
580,2025-08-07,20,Miraflores,Postres,15.73,34.0,5.0
329,2025-06-18,13,Surco,Postres,19.98,39.0,5.0
1718,2025-09-11,11,San Isidro,Pizza,76.82,32.0,4.0
893,2025-11-03,13,Miraflores,Postres,27.63,29.0,
1928,2026-02-19,14,Surco,Saludable,52.44,30.0,4.0
781,2026-02-27,13,San Isidro,Pizza,59.12,37.0,4.0
160,2025-10-17,21,San Borja,Comida rápida,23.31,21.0,5.0
1619,2026-04-14,20,Miraflores,Criolla,65.04,31.0,4.0
1805,2026-02-13,12,La Molina,Pizza,64.64,48.0,4.0
2655,2025-11-05,19,San Borja,Comida rápida,36.79,49.0,4.0
62,2025-06-19,14,Miraflores,Comida rápida,33.96,40.0,3.0
850,2025-09-10,13,Surco,Saludable,46.42,36.0,4.0
2165,2025-10-04,12,Miraflores,Saludable,46.6,25.0,5.0
2940,2025-11-29,12,Miraflores,Saludable,37.47,34.0,4.0
2742,2025-07-21,20,San Borja,Comida rápida,37.03,45.0,3.0
1044,2025-10-12,20,Surco,Postres,29.92,54.0,4.0
2537,2025-07-18,11,San Isidro,Comida rápida,37.74,34.0,4.0
1545,2025-06-21,13,San Borja,Criolla,43.75,36.0,4.0
2017,2026-03-21,2,San Isidro,Comida rápida,38.52,24.0,
2634,2025-12-10,21,San Borja,Criolla,48.67,30.0,3.0
1071,2025-08-12,20,Miraflores,Comida rápida,45.88,25.0,5.0
54,2026-04-11,21,San Isidro,Comida rápida,19.01,23.0,5.0
2482,2025-09-15,20,La Molina,Saludable,33.46,63.0,1.0
259,2026-01-07,22,Miraflores,Pizza,92.33,42.0,4.0
506,2025-10-25,12,San Isidro,Pizza,52.78,35.0,4.0
753,2025-09-22,17,Surco,Comida rápida,30.29,42.0,2.0
2055,2026-02-14,12,Miraflores,Comida rápida,30.56,40.0,4.0
218,2025-12-04,11,Miraflores,Criolla,35.5,32.0,4.0
825,2025-09-28,13,San Isidro,Pizza,76.67,36.0,3.0
1591,2025-08-31,13,San Isidro,Criolla,34.54,10.0,5.0
2554,2026-02-01,12,San Isidro,Postres,19.53,55.0,4.0
2311,2026-02-11,18,San Isidro,Comida rápida,25.37,42.0,3.0
1390,2025-08-19,13,Miraflores,Postres,25.29,,5.0
2544,2025-05-08,20,San Borja,Criolla,42.32,28.0,4.0
1267,2026-02-15,13,La Molina,Postres,24.02,61.0,2.0
2539,2026-04-09,19,Surco,Comida rápida,39.07,46.0,2.0
2790,2025-09-15,5,Surco,Saludable,26.38,38.0,4.0
772,2026-03-02,17,La Molina,Pizza,56.85,38.0,3.0
2850,2025-06-13,11,La Molina,Comida rápida,25.69,57.0,1.0
2087,2025-10-23,12,Miraflores,Criolla,37.22,37.0,5.0
2888,2025-08-25,12,San Isidro,Comida rápida,34.05,,2.0
1086,2026-02-13,21,Surco,Postres,20.87,33.0,3.0
1796,2026-01-29,2,Miraflores,Saludable,42.81,25.0,5.0
2210,2025-07-11,12,Miraflores,Pizza,82.35,47.0,3.0
1326,2026-01-01,19,San Borja,Postres,35.01,32.0,5.0
2155,2025-06-20,20,San Isidro,Comida rápida,24.62,41.0,3.0
1629,2026-02-13,20,San Borja,Postres,25.13,42.0,2.0
1946,2026-02-22,22,Miraflores,Criolla,82.11,23.0,4.0
1722,2025-12-12,21,San Borja,Pizza,53.72,28.0,4.0
2802,2025-12-31,1,San Isidro,Postres,25.59,37.0,4.0
2656,2026-04-18,14,Miraflores,Saludable,49.75,,5.0
1757,2026-01-26,14,Surco,Comida rápida,37.5,36.0,4.0
1792,2025-11-21,19,La Molina,Comida rápida,29.85,61.0,2.0
1164,2026-03-09,13,Surco,Criolla,51.76,33.0,4.0
964,2025-12-09,22,San Isidro,Comida rápida,49.42,19.0,5.0
2950,2025-07-05,21,Miraflores,Comida rápida,20.44,29.0,
1738,2026-04-02,20,San Isidro,Postres,30.87,47.0,2.0
399,2025-11-06,23,Miraflores,Criolla,42.56,23.0,5.0
585,2025-06-26,20,Surco,Comida rápida,41.41,55.0,4.0
949,2025-05-04,20,San Isidro,Postres,29.84,44.0,2.0
705,2025-11-28,19,Miraflores,Criolla,32.1,38.0,4.0
432,2025-09-22,13,San Isidro,Criolla,45.47,38.0,4.0
293,2025-11-10,10,Miraflores,Comida rápida,27.57,22.0,5.0
146,2025-12-17,19,Surco,Criolla,43.41,38.0,5.0
324,2026-02-28,20,La Molina,Comida rápida,39.41,49.0,3.0
2899,2025-06-12,13,La Molina,Saludable,49.54,74.0,1.0
1166,2026-03-15,13,Surco,Comida rápida,34.95,42.0,4.0
1453,2026-02-12,12,San Isidro,Comida rápida,24.36,42.0,2.0
3,2026-01-26,11,San Borja,Comida rápida,35.02,30.0,4.0
577,2026-04-04,19,La Molina,Postres,26.16,63.0,1.0
2338,2025-09-26,13,San Isidro,Postres,21.66,35.0,4.0
340,2026-04-14,21,La Molina,Criolla,34.44,43.0,2.0
1860,2025-05-07,20,Surco,Pizza,34.82,40.0,4.0
1660,2026-04-28,7,Surco,Comida rápida,29.31,40.0,4.0
926,2025-12-14,5,San Isidro,Saludable,39.07,17.0,5.0
266,2026-01-09,20,Miraflores,Criolla,46.27,36.0,4.0
377,2026-04-20,1,La Molina,Saludable,43.18,35.0,4.0
1942,2025-05-08,19,La Molina,Comida rápida,32.34,53.0,4.0
1464,2025-09-14,13,La Molina,Criolla,66.46,59.0,1.0
272,2025-08-07,19,Miraflores,Comida rápida,33.03,34.0,4.0
697,2025-05-28,18,San Isidro,Saludable,43.06,37.0,5.0
2584,2025-12-03,11,San Isidro,Pizza,57.33,22.0,4.0
245,2025-09-25,8,Surco,Comida rápida,37.4,44.0,2.0
2861,2025-11-12,12,Surco,Pizza,58.16,52.0,4.0
